id,first_name,last_name,gender,birth_date,age,email,phone_number,address,city,postal_code,country,inn,passport_number,disease,chronic_condition,insurance_status,monthly_medical_expenses_usd,monthly_income_usd,monthly_expenses_usd,loan_amount_usd,loan_purpose,credit_score,education_level,employment_status,years_of_experience,family_size,number_of_children,marital_status,housing_status,industry
9583,Michael,Ford,Male,1937-02-09,88,adamgutierrez@yahoo.com,988-639-1516x38873,804 Stewart Island Apt. 669,Lake Aimee,73794,Trinidad and Tobago,578743311723,231991179,Asthma,Arthritis,Partially Insured,1776.57,36954.47,18405.01,39077.97,Medical,365,PhD,Employed,64,3,2,Single,Own,Finance
9584,Emily,Collins,Female,1960-03-09,65,eric18@yahoo.com,330-917-3303,69417 Jacob Prairie,Shawbury,84187,United Arab Emirates,846624574032,963612392,Asthma,Seasonal Allergy,Insured,16.49,10206.6,9033.09,42716.89,Home,619,PhD,Self-employed,13,5,4,Widowed,Mortgage,IT
9585,Heather,Howard,Female,1939-02-13,86,catherine76@lane.info,+1-459-918-5694x5271,5407 Curry Green,West Cristina,99926,Saint Pierre and Miquelon,457090285655,751279565,Depression,None,Partially Insured,331.99,8637.29,3576.4,25805.04,Education,518,Bachelor's,Student,13,3,1,Married,Mortgage,IT
9586,Thomas,Mccann,Male,1963-11-19,62,brandon95@boyd.org,470-069-8980x5702,6329 Carlos Spur Suite 260,Lake Jesusshire,97480,Belarus,427074786458,672248786,Hypertension,None,Partially Insured,1737.15,19777.15,17339.4,58220.71,Car,674,PhD,Employed,34,4,3,Widowed,Own,Education
9587,Robert,Thomas,Male,2003-04-22,22,sampsonjennifer@yahoo.com,+1-020-159-9296x84490,07724 Young Springs Apt. 697,Williamsview,38635,Saint Pierre and Miquelon,554322340295,441988640,Diabetes,Arthritis,Uninsured,1020.82,1067.91,634.83,873.62,Personal,334,High School,Student,0,1,0,Single,Mortgage,Retail
9588,Jody,Guzman,Female,1961-06-11,64,ualvarez@wells.biz,020.147.7208x65042,8704 Schneider Knolls,New Makayla,79996,United Arab Emirates,614087447532,385957985,None,Acid Reflux,Partially Insured,1419.54,17564.02,10888.62,11753.29,Business,619,Master's,Employed,36,7,5,Married,Mortgage,Hospitality
9589,Nicholas,Rios,Male,1988-07-05,37,woodstracy@burton.com,692.604.1625x67729,104 Mata Union,Evansport,35921,United Arab Emirates,635335886169,610878630,Asthma,Arthritis,Uninsured,1662.65,2558.16,2121.7,10947.12,Medical,850,PhD,Employed,1,1,0,Widowed,Mortgage,Healthcare
9590,Barbara,Jones,Female,1947-05-25,78,russelleric@yahoo.com,5852318709,5407 Shea Flats,North Belinda,01806,Trinidad and Tobago,247056157480,122887618,Diabetes,Arthritis,Partially Insured,1984.01,38637.59,26248.88,139848.07,Education,746,PhD,Student,56,6,5,Widowed,Mortgage,Finance
9591,Bryan,Estrada,Male,1945-04-08,80,kaylacarpenter@gmail.com,(827)968-7316,503 Lee Pine Apt. 662,West Sherryland,42659,United Arab Emirates,767222063221,872138309,Asthma,Arthritis,Uninsured,292.72,3260.08,2112.26,1314.45,Education,489,Master's,Self-employed,4,4,3,Widowed,Mortgage,Government
9592,Paul,Gardner,Male,1957-09-29,68,smithmichael@gmail.com,(697)630-9837x009,2915 Robert Mall,Brownland,96236,United Arab Emirates,468203836539,109767226,Depression,Arthritis,Uninsured,905.04,29120.66,23554.08,34847.71,Education,779,PhD,Employed,49,4,3,Single,Rent,Transportation
9593,Danny,Black,Male,1948-06-15,77,kellygraham@fletcher.org,(303)019-0533x791,685 Kim Oval,Devintown,35926,Western Sahara,779478983747,426759832,Depression,Seasonal Allergy,Partially Insured,527.67,24520.07,15005.52,82795.15,Medical,393,PhD,Unemployed,34,2,1,Single,Rent,Hospitality
9594,Laurie,Riley,Female,1972-06-30,53,john83@yahoo.com,241-520-0403,567 Sergio Parks Apt. 699,Woodwardside,24530,Western Sahara,646671646479,925747498,Asthma,Seasonal Allergy,Uninsured,1873.16,19797.17,9760.42,74474.79,Home,313,Master's,Unemployed,35,2,1,Widowed,Living with Family,None
9595,William,Pruitt,Male,1970-10-20,55,lopezjustin@sanchez.com,0793637870,26879 Watson Mount Apt. 817,Rosalesfurt,96217,Western Sahara,136898689948,279165439,Diabetes,Seasonal Allergy,Partially Insured,1408.96,8121.96,4922.08,30413.41,Car,756,PhD,Employed,13,1,0,Divorced,Own,Retail
9596,Sean,Coleman,Male,1943-03-05,82,melissathomas@yahoo.com,+1-952-493-9997x95150,02903 Anthony Forest,New Michael,81733,Trinidad and Tobago,533254867475,168182974,Diabetes,Acid Reflux,Insured,1350.38,22326.51,16515.54,17776.02,Personal,463,PhD,Employed,36,6,5,Divorced,Mortgage,IT
9597,Lindsey,Flores,Female,1979-10-06,46,mary79@roach.com,+1-194-471-6234x78766,5115 Lorraine Terrace,West Kathleen,70758,Trinidad and Tobago,738813962595,669067897,Diabetes,Seasonal Allergy,Insured,1273.81,2043.75,1450.52,1823.82,Personal,305,Bachelor's,Employed,2,5,3,Married,Own,Retail
9598,Patricia,Mann,Female,1948-06-11,77,reginathompson@yahoo.com,964.657.9741x933,19891 Kevin Centers,Laurenbury,94319,Trinidad and Tobago,964942232249,880128588,Hypertension,Arthritis,Insured,1762.17,19232.13,12480.71,89846.33,Home,387,PhD,Self-employed,36,2,0,Married,Rent,None
9599,Ryan,Knapp,Male,1995-01-15,30,lcarter@yahoo.com,001-001-917-4531,2798 Darlene Place,Jacksonberg,38635,Trinidad and Tobago,391977453607,591814899,Diabetes,Acid Reflux,Partially Insured,1575.53,5116.91,3306.25,8555.08,Medical,782,Master's,Retired,6,1,0,Widowed,Rent,Retail
9600,Julia,Jones,Female,1956-12-04,69,kristahall@johnston.com,7192644924,70850 Jamie Hill Apt. 584,Angelaton,69430,Belarus,621587672598,705921860,Hypertension,Seasonal Allergy,Insured,1172.95,26342.39,13659.34,35525.05,Personal,608,Master's,Self-employed,47,5,4,Widowed,Mortgage,None
9601,William,Richards,Male,1973-01-26,52,grimeschad@yahoo.com,001-915-095-7387x5467,89646 William Circles Apt. 956,Timothybury,53637,United Arab Emirates,763003206302,961869613,Depression,None,Uninsured,271.13,7000.32,4665.98,14392.88,Car,779,Bachelor's,Self-employed,14,6,5,Widowed,Living with Family,IT
9602,Zachary,Hernandez,Male,1993-10-20,32,sandersconnie@garrison.biz,(354)911-7030x163,92875 Johnson Alley,Johntown,71873,Western Sahara,973117499273,900816929,Diabetes,None,Partially Insured,16.59,6887.44,3965.7,5803.78,Home,689,Bachelor's,Retired,10,2,1,Divorced,Own,Healthcare
9603,Michelle,Willis,Female,2004-04-11,21,quinneric@blevins-davenport.com,001-278-265-9659,301 Allen Wells Suite 041,Oliverport,35921,Western Sahara,605868176160,786009911,Asthma,Seasonal Allergy,Uninsured,537.38,1995.52,1206.56,5980.6,Home,621,High School,Unemployed,3,1,0,Single,Living with Family,Healthcare
9604,Jason,Poole,Male,1964-05-03,61,bridgesstephanie@gmail.com,1254117652,84526 Gilbert Wall Apt. 281,North Lisachester,17411,Belarus,357193459464,155522709,Asthma,Acid Reflux,Partially Insured,187.77,15315.6,6165.21,3421.45,Medical,603,Bachelor's,Unemployed,31,5,4,Divorced,Mortgage,IT
9605,Michael,Ford,Male,1941-07-05,84,mmaldonado@hanson-vargas.com,104.867.5898x648,3655 Ryan Valleys Suite 950,East David,28755,United Arab Emirates,329837291299,184155664,None,None,Uninsured,1824.01,31920.58,13575.74,20633.64,Personal,684,Master's,Employed,46,1,0,Widowed,Own,Transportation
9606,Marissa,Donaldson,Female,1954-05-09,71,yvonnenguyen@dillon-hall.com,(076)471-6016x07560,617 Powers Spring,Port Tammyton,40106,Saint Pierre and Miquelon,937688667952,859448722,None,Arthritis,Insured,1568.4,7154.59,4399.64,34043.58,Personal,788,Master's,Employed,13,3,2,Widowed,Living with Family,Government
9607,Trevor,Cortez,Male,1998-06-17,27,glennlaura@martinez-herman.com,001-255-979-6639x6792,484 Daniel Motorway Suite 131,Nelsonberg,84363,Saint Pierre and Miquelon,578031387431,696965384,Depression,Seasonal Allergy,Insured,489.84,4911.03,4185.61,8365.87,Home,587,Master's,Self-employed,5,1,0,Widowed,Living with Family,Finance
9608,Cynthia,Johnson,Female,1959-02-20,66,jnguyen@massey.net,(299)824-6538x937,316 Owens Cliff Suite 816,Maytown,99564,Belarus,901536265457,857434145,None,Arthritis,Partially Insured,41.83,23392.15,9437.8,69024.49,Education,820,Bachelor's,Retired,46,5,3,Married,Mortgage,Retail
9609,Casey,Harvey,Male,1974-07-21,51,norman93@hotmail.com,537-308-6039x45269,3370 Shannon Underpass Suite 443,South Kathleenton,63196,Saint Pierre and Miquelon,238763210875,447588103,Hypertension,Acid Reflux,Uninsured,1191.04,6133.05,4106.2,10966.28,Medical,753,Bachelor's,Student,12,6,5,Divorced,Rent,Government
9610,Justin,Rodriguez,Male,2006-07-15,19,xcollins@munoz-mitchell.com,001-046-050-4236,59898 George Well Apt. 240,Port Jason,64818,Trinidad and Tobago,585363121688,410840049,Hypertension,None,Uninsured,880.15,1047.59,932.78,922.57,Business,771,High School,Student,0,1,0,Single,Mortgage,Retail
9611,Reginald,Moore,Male,1967-11-04,58,scollins@clark.com,(790)688-2120,9529 Larry Course,Port Anthonyburgh,24530,Belarus,115762204366,767461758,Asthma,Arthritis,Uninsured,1565.79,13731.25,8003.42,50094.43,Education,715,Bachelor's,Employed,24,3,1,Married,Rent,Construction
9612,Leslie,Baker,Female,1968-08-12,57,nroberson@garcia.com,8707547209,2352 Holder Park Apt. 291,Matthewside,63786,Saint Pierre and Miquelon,867821673896,371696279,Diabetes,Arthritis,Partially Insured,1290.7,17912.35,12722.08,15712.55,Medical,661,Bachelor's,Self-employed,37,5,4,Widowed,Living with Family,Government
9613,Cynthia,Howell,Female,1979-01-21,46,natalieorozco@king.net,213.297.1262,719 Keller Drive Suite 749,Staceyshire,94706,Saint Pierre and Miquelon,281674174841,637566469,Depression,Arthritis,Insured,952.62,5914.81,5175.51,4425.3,Personal,431,PhD,Self-employed,5,5,4,Widowed,Rent,IT
9614,Shannon,Hill,Female,1994-03-14,31,jamesduke@johnson.com,279-854-5409x364,89837 Ryan Locks Apt. 848,North Sergioton,20237,United Arab Emirates,259309714470,231701019,Hypertension,Seasonal Allergy,Partially Insured,1306.74,5968.24,4972.09,4754.65,Medical,499,Master's,Unemployed,7,1,0,Widowed,Rent,Hospitality
9615,Christopher,Graham,Male,1942-10-21,83,owalker@yahoo.com,373-048-6963,6848 Rachel Flats,Lake Debra,00879,United Arab Emirates,257395073005,339153207,None,Acid Reflux,Uninsured,1224.26,30207.63,19809.23,122623.42,Personal,381,Master's,Employed,63,6,5,Single,Mortgage,Transportation
9616,Julie,Young,Female,1944-07-10,81,codydorsey@nelson.com,+1-384-783-3835x312,1116 Phillips Lake,Lake Ryanport,74469,Belarus,392028177331,715651287,Diabetes,Seasonal Allergy,Partially Insured,459.93,23542.16,11989.18,87962.86,Personal,771,Master's,Student,41,6,5,Divorced,Mortgage,None
9617,Haley,Williams,Female,1965-12-01,60,laurenbush@morris-hayden.com,+1-759-413-9672,0704 Buck Villages,Newtontown,84830,Western Sahara,101832694763,558165531,Diabetes,Arthritis,Partially Insured,1917.87,21293.81,17385.65,29637.73,Personal,342,Master's,Employed,30,3,2,Widowed,Living with Family,Hospitality
9618,Kevin,Griffin,Male,1996-09-24,29,joseph43@yahoo.com,940-746-9081,86658 Brewer Harbor,East Ruben,96217,Western Sahara,961146388480,322308421,Diabetes,Arthritis,Insured,677.53,6090.55,3464.55,10368.59,Education,781,Bachelor's,Self-employed,10,1,0,Widowed,Mortgage,Healthcare
9619,Lisa,Garza,Female,1992-02-14,33,wrightdaniel@vargas.com,233-225-1420,0019 Young Mission,Hernandezbury,53995,Trinidad and Tobago,968780937510,736652615,None,Arthritis,Partially Insured,449.37,7663.23,4579.41,37887.51,Car,569,Bachelor's,Student,13,1,0,Widowed,Rent,Finance
9620,Amanda,Carrillo,Female,1958-09-22,67,garciadebra@yahoo.com,852-354-3541,42196 Jessica Union Apt. 593,South Caleb,78573,Trinidad and Tobago,912430098662,432425409,Diabetes,Seasonal Allergy,Insured,117.67,4215.49,2238.53,3477.77,Home,501,Master's,Self-employed,4,4,3,Widowed,Living with Family,None
9621,Shawn,Thompson,Male,1945-05-03,80,owensmarc@conner.com,+1-672-207-0591x395,881 Kimberly Heights,Chapmanburgh,72678,Western Sahara,272807153656,179990415,Hypertension,Seasonal Allergy,Uninsured,594.71,32762.36,23258.0,85079.05,Education,832,Bachelor's,Unemployed,61,1,0,Widowed,Rent,Finance
9622,Donna,Compton,Female,1960-08-21,65,mturner@gmail.com,+1-485-105-1449x494,42562 Eric Roads Apt. 789,South Darryl,37443,Belarus,267912260880,951389929,Depression,Seasonal Allergy,Uninsured,1042.37,16695.31,13308.23,36226.02,Medical,740,PhD,Retired,24,3,2,Widowed,Own,Hospitality
9623,Alexandra,Mercado,Female,1978-10-18,47,williamschristopher@hotmail.com,580.769.2185x19445,37713 Carson Fort,Davefurt,20237,Western Sahara,750706355536,128807010,Depression,None,Uninsured,1098.44,10202.9,8400.57,17848.91,Business,803,PhD,Employed,14,2,0,Married,Rent,Education
9624,William,Banks,Male,1969-04-30,56,mckenziemichelle@gmail.com,001-599-157-8597x324,4193 Jones Cape,Christophershire,49475,Trinidad and Tobago,136486966168,635435780,Diabetes,Acid Reflux,Partially Insured,212.11,13105.12,9021.23,23840.59,Medical,427,Master's,Unemployed,17,5,3,Married,Mortgage,None
9625,Brian,Flores,Male,1979-11-24,46,marco93@rios.net,(271)724-4755,64835 Karen Trafficway,Williamsview,54561,Western Sahara,400824433240,595875093,Hypertension,Seasonal Allergy,Insured,1660.91,7838.73,5099.45,16081.31,Medical,690,Bachelor's,Unemployed,12,3,1,Married,Rent,Finance
9626,Mark,Gregory,Male,1956-01-23,69,caleb01@hotmail.com,717.120.7118x0052,00602 James Roads Apt. 801,New Julia,64589,United Arab Emirates,579851950118,390465955,None,None,Insured,552.14,1319.83,871.28,5819.35,Car,729,Bachelor's,Employed,0,1,0,Divorced,Own,Finance
9627,Terry,Rhodes,Male,1952-03-18,73,katie15@copeland.com,001-516-459-0680x4028,7103 Lloyd Plains,East Hannah,42239,Western Sahara,993319042840,611881672,Asthma,Acid Reflux,Partially Insured,44.66,2834.68,1541.25,8207.46,Medical,490,Bachelor's,Employed,4,4,3,Widowed,Mortgage,Hospitality
9628,Heidi,Harrington,Female,1971-03-06,54,lindamoore@hotmail.com,001-977-165-7213x727,24174 Teresa Circle Suite 601,North Michaelville,73488,Trinidad and Tobago,981380946742,903650756,Diabetes,Arthritis,Partially Insured,999.42,2755.13,1512.23,8236.25,Home,499,Master's,Self-employed,3,4,2,Married,Rent,Retail
9629,Kelly,Martin,Female,1999-05-30,26,matthew90@smith.com,034.529.1145x22478,4774 Jackson Neck Apt. 289,Lake Valerie,73329,Saint Pierre and Miquelon,957555931522,791699433,Depression,Acid Reflux,Insured,1834.02,2032.71,1282.92,1573.73,Education,659,Bachelor's,Employed,2,1,0,Divorced,Mortgage,Hospitality
9630,Samantha,Johnson,Female,1965-12-12,60,wjimenez@yahoo.com,(221)178-0057,10827 Brooke Vista,New Kayla,58337,Western Sahara,703418274202,303471479,Hypertension,Seasonal Allergy,Insured,667.92,4456.2,2053.4,1665.78,Business,436,Master's,Retired,5,5,4,Single,Mortgage,Government
9631,Ernest,Moore,Male,1947-01-07,78,andrea86@davenport.com,001-724-041-6616x109,2792 Smith Curve Apt. 191,Hallbury,65533,Saint Pierre and Miquelon,366750539918,814716604,Asthma,Acid Reflux,Insured,889.57,25410.96,12945.44,3153.61,Education,554,PhD,Employed,42,5,4,Widowed,Rent,Construction
9632,Frank,Allen,Male,1972-02-13,53,ogarcia@gmail.com,477-433-4882x5377,544 Derek Garden,Reevesfurt,28779,Trinidad and Tobago,107143254512,483798471,Diabetes,Arthritis,Insured,1423.47,11838.42,9150.19,41345.29,Medical,462,PhD,Self-employed,14,2,0,Married,Own,Healthcare
9633,Juan,Wood,Male,1982-05-22,43,cookjessica@powell.com,(904)682-0882,4255 Chapman Trail Suite 134,Richardhaven,78573,Western Sahara,643243589234,173858463,Hypertension,Arthritis,Uninsured,578.38,8320.69,3917.2,24609.49,Business,309,Bachelor's,Student,15,3,2,Single,Living with Family,IT
9634,Cynthia,Coleman,Female,1999-10-08,26,qkeller@hotmail.com,001-883-247-8443x08336,0100 Jenkins Plaza,Cochranberg,48899,Western Sahara,606841402718,453460252,None,Acid Reflux,Insured,819.19,2550.84,1601.82,2174.99,Medical,753,Bachelor's,Retired,3,1,0,Widowed,Own,Hospitality
9635,Michael,Powers,Male,1944-02-05,81,adamsosa@yahoo.com,(241)414-9334x58587,4875 Christina Bridge Suite 993,West Elizabethchester,63590,Belarus,796484926358,962467777,Hypertension,None,Insured,1310.08,24293.83,14637.44,48387.17,Business,751,PhD,Self-employed,32,1,0,Divorced,Mortgage,Construction
9636,Kevin,Love,Male,1951-06-17,74,natashagood@yahoo.com,001-658-993-8550x87793,55997 Williams Landing,Port Brittanyshire,91608,Belarus,175482820487,780211492,Diabetes,None,Insured,1193.53,14943.25,11634.74,8311.07,Home,414,Bachelor's,Student,29,5,4,Divorced,Living with Family,Hospitality
9637,Elizabeth,Chapman,Female,1940-10-19,85,evansvictor@gmail.com,857-114-1495,50885 Ware Shore,Lake Jenniferberg,91240,Belarus,874349067789,414402973,Diabetes,Seasonal Allergy,Partially Insured,1927.06,17477.68,12938.88,57101.93,Car,318,Master's,Employed,37,7,5,Married,Rent,Education
9638,Christopher,Anderson,Male,1936-12-04,89,valeriepowers@stephens.org,119-228-2760x2502,6246 Donovan Ferry Apt. 244,West Tracy,08547,Western Sahara,858301160030,265406024,Diabetes,Seasonal Allergy,Insured,225.24,36725.92,21210.36,88382.21,Medical,563,PhD,Student,63,7,5,Married,Mortgage,Transportation
9639,Elizabeth,White,Female,1980-11-08,45,pennymartin@gregory-haynes.com,749.325.4459,43370 Hannah Circles,East Jennifer,65533,Trinidad and Tobago,865943679364,340573795,Hypertension,Arthritis,Uninsured,1732.29,8894.54,6486.93,8702.66,Education,589,Bachelor's,Employed,14,4,3,Single,Mortgage,Hospitality
9640,David,Harris,Male,1963-04-08,62,bobbywagner@yahoo.com,(115)973-2712x43532,248 Anderson Crest Suite 089,East Jeremiahfurt,80707,Trinidad and Tobago,876648971356,658553464,Diabetes,Arthritis,Uninsured,1432.45,7032.66,4461.87,8110.12,Medical,358,Bachelor's,Unemployed,11,6,5,Divorced,Mortgage,Transportation
9641,Stacey,Boone,Female,1981-12-29,44,lawrenceheather@yahoo.com,(347)166-4527x716,84167 William Fields Apt. 644,Barrchester,01548,Belarus,858738282862,337617583,Depression,Seasonal Allergy,Partially Insured,1191.62,8336.68,4646.93,29873.95,Business,748,Bachelor's,Student,17,4,3,Widowed,Mortgage,Finance
9642,Eric,Atkins,Male,1976-04-15,49,ksilva@hotmail.com,001-853-444-0915,232 Nicholas Ridges,Port Ashley,88866,United Arab Emirates,373049324285,628902528,Asthma,Arthritis,Partially Insured,798.22,12588.3,7983.53,41438.41,Business,410,Bachelor's,Employed,31,5,4,Divorced,Mortgage,Government
9643,Andrea,Marsh,Female,1990-08-22,35,jessicadillon@yahoo.com,972.067.0430x10195,7739 Lane Lights Suite 791,Robinsonbury,14460,Saint Pierre and Miquelon,764459960915,279693484,None,Seasonal Allergy,Partially Insured,1341.16,4253.37,1797.64,13172.49,Education,542,Bachelor's,Self-employed,6,3,2,Widowed,Living with Family,IT
9644,Robin,Thompson,Female,1934-09-13,91,charlesrhodes@hotmail.com,851-984-0484,7586 James Landing Apt. 835,Matthewmouth,24530,Trinidad and Tobago,442472089185,472077491,Hypertension,None,Partially Insured,1374.36,16143.39,10773.8,15786.93,Home,509,Master's,Unemployed,31,5,4,Single,Own,None
9645,Brian,Gardner,Male,1954-12-12,71,michellemclean@turner.com,+1-078-113-7780x6740,95132 Green Loop,Jonathanhaven,71873,Western Sahara,882110335854,342482048,Hypertension,Seasonal Allergy,Uninsured,1849.24,12327.2,9603.09,42283.77,Car,792,PhD,Employed,18,5,4,Divorced,Own,Retail
9646,Jacqueline,Mitchell,Female,2005-11-08,20,thomas90@hotmail.com,001-735-363-3879x3118,8000 Harvey Roads,Shortborough,58337,Saint Pierre and Miquelon,722808810956,456799969,None,None,Insured,1102.11,1093.65,932.45,2705.24,Home,514,High School,Unemployed,1,1,0,Single,Own,Construction
9647,Danielle,Daniels,Female,1971-08-13,54,smithanthony@hotmail.com,3488796144,00743 Powell Trail Suite 870,North Casey,23392,Belarus,485388226472,163699386,Depression,Acid Reflux,Insured,378.12,13114.72,9657.61,62163.96,Car,307,Bachelor's,Retired,32,4,3,Divorced,Living with Family,Healthcare
9648,Samuel,Kennedy,Male,1942-12-21,83,kingricardo@yahoo.com,001-967-883-5434x341,38011 Kaitlin Plains,North Kerri,62107,Trinidad and Tobago,453901521028,456064529,Asthma,None,Partially Insured,1336.27,36309.83,31056.07,39977.69,Personal,670,PhD,Student,48,2,0,Married,Living with Family,Retail
9649,Thomas,Williams,Male,1977-12-11,48,jclayton@yahoo.com,542-773-8837x6715,848 Moore Fork,Lake Courtney,08873,Belarus,881789597533,899464424,Diabetes,Arthritis,Partially Insured,1898.12,5820.05,4227.13,1217.38,Education,342,Master's,Retired,9,5,4,Single,Rent,Healthcare
